User_ID,Registration_Date,Age_Group,Gender,State,City,Income_Group,User_Type,KYC_Status
U01187,2026-01-23,25-34,Male,Madhya Pradesh,Indore,<25K,Regular,Verified
U01188,2020-07-25,35-44,Female,Telangana,Warangal,25K-50K,New,Pending
U01189,2022-12-24,25-34,Female,Karnataka,Mangaluru,1L-2L,Frequent,Verified
U01190,2025-03-26,25-34,Female,Rajasthan,Udaipur,<25K,Regular,Verified
U01191,2021-05-30,18-24,Male,Maharashtra,Pune,50K-1L,New,Verified
U01192,2023-03-26,25-34,Male,Telangana,Warangal,1L-2L,Regular,Verified
U01193,2024-11-27,25-34,Female,Punjab,Amritsar,50K-1L,Regular,Verified
U01194,2026-06-11,25-34,Male,Kerala,Kochi,<25K,Regular,Verified
U01195,2025-03-16,55+,Female,Punjab,Amritsar,<25K,Regular,Verified
U01196,2025-06-28,25-34,Female,Punjab,Amritsar,25K-50K,Regular,Verified
U01197,2021-01-29,18-24,Female,Tamil Nadu,Chennai,25K-50K,Frequent,Verified
U01198,2023-01-02,35-44,Male,Tamil Nadu,Madurai,2L+,Regular,Verified
U01199,2020-07-05,25-34,Male,Gujarat,Vadodara,50K-1L,Regular,Verified
U01200,2024-05-16,35-44,Male,Telangana,Warangal,25K-50K,Frequent,Verified
U01201,2024-05-10,25-34,Male,Gujarat,Ahmedabad,2L+,Regular,Verified
U01202,2021-12-30,35-44,Female,Telangana,Hyderabad,50K-1L,New,Verified
U01203,2020-08-27,35-44,Male,Madhya Pradesh,Bhopal,25K-50K,Frequent,Verified
U01204,2020-05-20,55+,Female,Maharashtra,Pune,25K-50K,New,Verified
U01205,2020-05-18,25-34,Male,Punjab,Ludhiana,<25K,New,Verified
U01206,2020-03-10,25-34,Male,Madhya Pradesh,Bhopal,2L+,New,Verified
U01207,2021-01-19,25-34,Male,Rajasthan,Jodhpur,50K-1L,New,Verified
U01208,2021-09-21,55+,Male,Uttar Pradesh,Varanasi,1L-2L,New,Verified
U01209,2026-02-23,45-54,Male,Delhi,New Delhi,25K-50K,New,Verified
U01210,2020-07-23,18-24,Female,Telangana,Hyderabad,1L-2L,Regular,Verified
U01211,2024-10-15,18-24,Male,Rajasthan,Jodhpur,<25K,Regular,Verified
U01212,2021-07-21,25-34,Female,Uttar Pradesh,Kanpur,2L+,New,Verified
U01213,2022-09-08,18-24,Female,Kerala,Thiruvananthapuram,1L-2L,Regular,Verified
U01214,2022-03-15,25-34,Male,West Bengal,Siliguri,25K-50K,New,Verified
U01215,2024-09-06,18-24,Male,Maharashtra,Nashik,1L-2L,New,Verified
U01216,2022-05-31,35-44,Female,Gujarat,Vadodara,1L-2L,Regular,Pending
U01217,2025-07-28,55+,Male,Gujarat,Vadodara,1L-2L,Regular,Verified
U01218,2022-08-31,55+,Male,Madhya Pradesh,Indore,25K-50K,Regular,Verified
U01219,2021-10-01,25-34,Male,Tamil Nadu,Chennai,25K-50K,Regular,Verified
U01220,2023-12-25,35-44,Male,Uttar Pradesh,Varanasi,1L-2L,Regular,Verified
U01221,2020-11-20,45-54,Male,West Bengal,Siliguri,1L-2L,Regular,Verified
U01222,2021-03-17,18-24,Female,Rajasthan,Udaipur,25K-50K,Frequent,Verified
U01223,2022-03-14,35-44,Male,Maharashtra,Pune,1L-2L,Regular,Verified
U01224,2026-05-24,25-34,Male,Uttar Pradesh,Lucknow,<25K,Regular,Verified
U01225,2020-08-13,25-34,Male,West Bengal,Siliguri,1L-2L,New,Verified
U01226,2022-12-23,25-34,Male,Delhi,New Delhi,25K-50K,Frequent,Verified
U01227,2022-08-24,18-24,Female,Telangana,Warangal,25K-50K,New,Verified
U01228,2021-07-13,35-44,Female,Gujarat,Vadodara,25K-50K,Regular,Verified
U01229,2021-12-14,25-34,Female,Rajasthan,Jaipur,25K-50K,Regular,Verified
U01230,2021-05-12,25-34,Female,Gujarat,Surat,50K-1L,Regular,Verified
U01231,2025-10-08,18-24,Female,Rajasthan,Udaipur,50K-1L,Frequent,Verified
U01232,2020-09-13,45-54,Female,Madhya Pradesh,Indore,25K-50K,Frequent,Verified
U01233,2021-07-30,25-34,Male,Tamil Nadu,Coimbatore,<25K,New,Verified
U01234,2026-04-05,35-44,Male,Rajasthan,Jaipur,1L-2L,Regular,Verified
U01235,2020-02-07,35-44,Male,Gujarat,Surat,25K-50K,Frequent,Verified
U01236,2025-09-03,25-34,Male,Madhya Pradesh,Indore,50K-1L,Regular,Verified
U01237,2021-02-13,25-34,Female,Rajasthan,Udaipur,50K-1L,Regular,Verified
U01238,2021-04-05,35-44,Female,Delhi,New Delhi,1L-2L,Regular,Verified
U01239,2023-12-11,18-24,Male,Tamil Nadu,Madurai,50K-1L,Regular,Pending
U01240,2021-01-17,18-24,Male,Rajasthan,Jodhpur,<25K,Frequent,Verified
U01241,2025-01-06,35-44,Male,Madhya Pradesh,Bhopal,1L-2L,Regular,Verified
U01242,2021-07-22,25-34,Female,Kerala,Thiruvananthapuram,2L+,Regular,Verified
U01243,2022-12-07,25-34,Female,Uttar Pradesh,Kanpur,25K-50K,Regular,Verified
U01244,2021-03-08,25-34,Male,Karnataka,Mangaluru,2L+,Frequent,Pending
U01245,2020-02-25,25-34,Male,West Bengal,Kolkata,50K-1L,Regular,Verified
U01246,2026-05-04,35-44,Male,Karnataka,Bengaluru,25K-50K,Regular,Verified
U01247,2025-10-17,35-44,Male,Kerala,Kochi,25K-50K,Frequent,Pending
U01248,2024-10-17,35-44,Male,Karnataka,Mangaluru,50K-1L,Regular,Verified
U01249,2025-08-09,35-44,Male,Kerala,Kochi,25K-50K,Regular,Verified
U01250,2022-06-20,25-34,Male,Maharashtra,Nagpur,<25K,Regular,Verified
U01251,2024-06-12,25-34,Male,Kerala,Kochi,<25K,Regular,Verified
U01252,2020-09-13,25-34,Male,Kerala,Thiruvananthapuram,25K-50K,New,Verified
U01253,2021-11-02,25-34,Male,Punjab,Amritsar,25K-50K,Regular,Verified
U01254,2021-05-04,55+,Male,Kerala,Kochi,50K-1L,Regular,Pending
U01255,2025-09-27,45-54,Female,Delhi,Delhi,25K-50K,Regular,Verified
U01256,2024-08-09,18-24,Male,Uttar Pradesh,Noida,2L+,Frequent,Verified
U01257,2020-11-11,18-24,Male,Telangana,Warangal,25K-50K,Regular,Verified
U01258,2021-03-09,18-24,Female,Rajasthan,Udaipur,25K-50K,Frequent,Verified
U01259,2022-10-22,25-34,Male,West Bengal,Siliguri,<25K,Regular,Verified
U01260,2025-05-29,18-24,Female,Tamil Nadu,Chennai,25K-50K,New,Pending
U01261,2025-06-02,25-34,Male,Uttar Pradesh,Varanasi,<25K,Regular,Verified
U01262,2023-10-21,45-54,Male,Gujarat,Surat,50K-1L,Regular,Verified
U01263,2021-02-23,35-44,Female,Telangana,Hyderabad,1L-2L,Regular,Verified
U01264,2024-05-15,25-34,Male,Maharashtra,Mumbai,<25K,New,Verified
U01265,2024-05-03,25-34,Male,Maharashtra,Nagpur,25K-50K,Regular,Verified
U01266,2022-04-23,25-34,Male,Kerala,Kochi,<25K,Regular,Verified
U01267,2024-01-07,45-54,Female,Uttar Pradesh,Varanasi,1L-2L,Regular,Verified
U01268,2021-03-09,45-54,Male,Madhya Pradesh,Indore,1L-2L,Frequent,Verified
U01269,2024-04-27,45-54,Male,Punjab,Chandigarh,<25K,Frequent,Verified
U01270,2025-10-05,25-34,Male,Karnataka,Mangaluru,25K-50K,Regular,Verified
U01271,2022-08-21,35-44,Female,Gujarat,Ahmedabad,2L+,Regular,Pending
U01272,2022-09-03,18-24,Male,Maharashtra,Nashik,25K-50K,Regular,Pending
U01273,2020-02-15,35-44,Female,West Bengal,Kolkata,50K-1L,Frequent,Verified
U01274,2023-04-08,25-34,Male,Maharashtra,Pune,25K-50K,Frequent,Pending
U01275,2021-02-20,25-34,Male,Tamil Nadu,Madurai,50K-1L,Regular,Verified
U01276,2022-04-27,35-44,Female,Rajasthan,Udaipur,2L+,New,Verified
U01277,2025-12-26,25-34,Male,Maharashtra,Nashik,2L+,New,Verified
U01278,2020-09-03,18-24,Female,Tamil Nadu,Madurai,1L-2L,Regular,Verified
U01279,2020-08-17,18-24,Male,Uttar Pradesh,Lucknow,25K-50K,Regular,Verified
U01280,2022-03-02,18-24,Male,Uttar Pradesh,Lucknow,25K-50K,Regular,Verified
U01281,2021-09-28,18-24,Male,Punjab,Chandigarh,25K-50K,Regular,Verified
U01282,2022-01-07,18-24,Male,Telangana,Warangal,2L+,Regular,Verified
U01283,2022-12-24,25-34,Male,Maharashtra,Nashik,50K-1L,Frequent,Verified
U01284,2020-03-28,25-34,Male,West Bengal,Kolkata,25K-50K,Regular,Verified
U01285,2021-12-13,55+,Male,Maharashtra,Nagpur,<25K,New,Pending
U01286,2024-10-15,25-34,Female,West Bengal,Siliguri,50K-1L,Regular,Verified
U01287,2023-05-12,18-24,Male,Delhi,New Delhi,2L+,Regular,Verified
U01288,2025-04-20,35-44,Male,Kerala,Thiruvananthapuram,50K-1L,Frequent,Verified
U01289,2023-11-06,45-54,Female,Telangana,Hyderabad,<25K,Regular,Verified
U01290,2021-08-23,35-44,Female,Delhi,Delhi,<25K,Regular,Verified
U01291,2024-02-08,25-34,Female,Maharashtra,Pune,25K-50K,Regular,Verified
U01292,2020-08-01,35-44,Female,Telangana,Warangal,1L-2L,Regular,Verified
U01293,2025-10-22,35-44,Female,Delhi,Delhi,2L+,Regular,Verified
U01294,2025-10-09,35-44,Male,Karnataka,Mangaluru,2L+,New,Verified
U01295,2021-11-28,35-44,Male,Maharashtra,Pune,50K-1L,Regular,Verified
U01296,2023-05-27,45-54,Male,Delhi,New Delhi,50K-1L,New,Pending
U01297,2025-08-21,45-54,Female,Karnataka,Mysuru,50K-1L,Regular,Verified
U01298,2025-09-10,35-44,Male,Karnataka,Mangaluru,50K-1L,Regular,Verified
U01299,2023-03-29,25-34,Male,Uttar Pradesh,Kanpur,50K-1L,New,Pending
U01300,2022-09-27,35-44,Male,Punjab,Ludhiana,25K-50K,Regular,Verified
U01301,2020-08-24,45-54,Male,Maharashtra,Nagpur,50K-1L,Regular,Verified
U01302,2023-04-19,18-24,Female,Karnataka,Mangaluru,<25K,Regular,Verified
U01303,2024-01-21,55+,Male,Uttar Pradesh,Noida,25K-50K,New,Verified
U01304,2023-01-08,25-34,Male,Delhi,New Delhi,1L-2L,Regular,Verified
U01305,2021-10-08,25-34,Female,Tamil Nadu,Chennai,1L-2L,New,Verified
U01306,2021-04-17,45-54,Female,Maharashtra,Pune,50K-1L,Regular,Verified
U01307,2020-04-21,25-34,Female,Telangana,Warangal,<25K,Regular,Verified
U01308,2025-01-19,25-34,Female,West Bengal,Kolkata,2L+,New,Verified
U01309,2024-07-12,18-24,Female,West Bengal,Siliguri,50K-1L,Frequent,Verified
U01310,2021-01-17,25-34,Male,Delhi,Delhi,25K-50K,New,Verified
U01311,2020-01-17,18-24,Male,Madhya Pradesh,Bhopal,50K-1L,Frequent,Verified
U01312,2021-05-07,25-34,Male,Madhya Pradesh,Bhopal,25K-50K,Frequent,Verified
U01313,2025-03-11,25-34,Male,Delhi,Delhi,25K-50K,Frequent,Verified
U01314,2024-02-18,55+,Male,Karnataka,Mysuru,1L-2L,Regular,Verified
U01315,2020-04-26,55+,Male,Punjab,Ludhiana,<25K,Frequent,Verified
U01316,2024-04-27,18-24,Male,Maharashtra,Nashik,<25K,Frequent,Verified
U01317,2022-05-29,35-44,Female,West Bengal,Kolkata,<25K,New,Verified
U01318,2025-12-02,18-24,Male,West Bengal,Siliguri,25K-50K,Regular,Verified
U01319,2024-12-23,18-24,Male,Punjab,Amritsar,<25K,New,Verified
U01320,2024-04-21,18-24,Female,Karnataka,Bengaluru,25K-50K,Regular,Verified
U01321,2024-07-06,55+,Male,West Bengal,Kolkata,<25K,Regular,Verified
U01322,2021-10-05,55+,Male,Telangana,Warangal,25K-50K,New,Verified
U01323,2023-09-21,25-34,Male,Maharashtra,Mumbai,25K-50K,Frequent,Verified
U01324,2020-12-01,18-24,Female,Rajasthan,Udaipur,<25K,New,Verified
U01325,2020-05-26,25-34,Male,West Bengal,Siliguri,50K-1L,Frequent,Verified
U01326,2020-05-01,25-34,Female,Delhi,New Delhi,50K-1L,New,Verified
U01327,2020-03-21,35-44,Female,Telangana,Hyderabad,<25K,Regular,Verified
U01328,2025-10-11,25-34,Female,West Bengal,Siliguri,50K-1L,New,Pending
U01329,2021-05-18,35-44,Male,Kerala,Thiruvananthapuram,2L+,Regular,Verified
U01330,2021-10-29,25-34,Male,Telangana,Hyderabad,2L+,Regular,Verified
U01331,2023-12-15,55+,Female,Uttar Pradesh,Noida,<25K,Regular,Verified
U01332,2023-09-07,35-44,Male,Rajasthan,Jaipur,1L-2L,Regular,Verified
U01333,2023-04-04,25-34,Female,Gujarat,Surat,25K-50K,Frequent,Verified
U01334,2024-06-08,45-54,Female,Delhi,New Delhi,<25K,New,Verified
U01335,2025-06-03,45-54,Male,Delhi,New Delhi,25K-50K,Frequent,Verified
U01336,2024-07-30,25-34,Female,Maharashtra,Mumbai,25K-50K,New,Verified
U01337,2021-04-03,25-34,Male,Punjab,Amritsar,50K-1L,New,Verified
U01338,2023-04-27,55+,Female,Telangana,Warangal,50K-1L,New,Verified
U01339,2021-04-08,18-24,Female,Karnataka,Mysuru,50K-1L,Frequent,Verified
U01340,2022-06-30,18-24,Male,Delhi,New Delhi,25K-50K,New,Verified
U01341,2022-10-22,25-34,Male,Telangana,Warangal,25K-50K,Frequent,Verified
U01342,2020-03-12,45-54,Female,Telangana,Warangal,25K-50K,Frequent,Verified
U01343,2023-12-21,35-44,Male,Kerala,Thiruvananthapuram,25K-50K,Regular,Verified
U01344,2023-04-08,45-54,Male,Tamil Nadu,Chennai,2L+,Regular,Verified
U01345,2025-01-22,25-34,Male,Tamil Nadu,Coimbatore,1L-2L,Frequent,Verified
U01346,2025-07-15,18-24,Female,Gujarat,Ahmedabad,2L+,Regular,Verified
U01347,2026-02-20,35-44,Male,Uttar Pradesh,Noida,50K-1L,New,Verified
U01348,2022-10-08,35-44,Male,Gujarat,Ahmedabad,25K-50K,Regular,Verified
U01349,2021-10-14,18-24,Female,West Bengal,Siliguri,25K-50K,Frequent,Verified
U01350,2023-07-22,18-24,Male,Karnataka,Mangaluru,25K-50K,Frequent,Verified
U01351,2020-01-07,18-24,Male,West Bengal,Siliguri,25K-50K,New,Verified
U01352,2022-06-23,35-44,Male,Madhya Pradesh,Bhopal,1L-2L,New,Verified
U01353,2025-07-21,45-54,Male,West Bengal,Kolkata,25K-50K,Frequent,Verified
U01354,2021-09-07,35-44,Male,Maharashtra,Nagpur,25K-50K,New,Verified
U01355,2025-02-16,55+,Male,West Bengal,Siliguri,1L-2L,Regular,Verified
U01356,2022-02-08,18-24,Male,Gujarat,Surat,1L-2L,New,Verified
U01357,2026-04-08,45-54,Male,Delhi,New Delhi,25K-50K,Frequent,Verified
U01358,2024-04-15,45-54,Male,Delhi,Delhi,50K-1L,Frequent,Verified
U01359,2024-01-25,25-34,Female,Tamil Nadu,Madurai,<25K,Regular,Verified
U01360,2023-12-11,55+,Female,Punjab,Ludhiana,50K-1L,New,Verified
U01361,2022-02-04,25-34,Male,Karnataka,Mysuru,<25K,Regular,Pending
U01362,2021-01-18,45-54,Female,Karnataka,Mysuru,<25K,Regular,Pending
U01363,2021-11-18,45-54,Male,Maharashtra,Mumbai,50K-1L,Regular,Verified
U01364,2023-02-23,35-44,Male,Gujarat,Vadodara,25K-50K,Regular,Verified
U01365,2020-02-16,35-44,Male,Tamil Nadu,Chennai,50K-1L,New,Pending
U01366,2025-05-26,18-24,Other,Kerala,Thiruvananthapuram,1L-2L,Regular,Verified
U01367,2021-04-08,25-34,Male,Madhya Pradesh,Indore,<25K,Frequent,Verified
U01368,2025-02-15,25-34,Female,Karnataka,Mangaluru,50K-1L,Regular,Pending
U01369,2020-05-02,45-54,Male,Delhi,Delhi,50K-1L,Regular,Verified
U01370,2025-12-21,35-44,Female,West Bengal,Kolkata,<25K,Regular,Pending
U01371,2024-06-30,45-54,Female,West Bengal,Siliguri,50K-1L,Frequent,Verified
U01372,2022-04-20,18-24,Female,Punjab,Amritsar,50K-1L,Regular,Verified
U01373,2024-05-04,45-54,Female,Tamil Nadu,Coimbatore,50K-1L,New,Verified
U01374,2024-12-08,55+,Female,Gujarat,Ahmedabad,2L+,New,Verified
U01375,2020-01-23,45-54,Female,Gujarat,Surat,50K-1L,Frequent,Verified
U01376,2021-07-19,18-24,Male,Uttar Pradesh,Varanasi,2L+,Frequent,Verified
U01377,2025-03-24,18-24,Male,Rajasthan,Udaipur,50K-1L,Regular,Verified
U01378,2022-08-22,18-24,Female,Karnataka,Mysuru,<25K,New,Verified
U01379,2026-04-01,35-44,Female,Gujarat,Surat,25K-50K,Regular,Verified
U01380,2022-09-22,35-44,Male,Punjab,Amritsar,<25K,Frequent,Verified
U01381,2023-04-02,55+,Male,Delhi,Delhi,50K-1L,Regular,Verified
U01382,2024-11-29,25-34,Male,Tamil Nadu,Coimbatore,50K-1L,New,Verified
U01383,2022-04-05,25-34,Female,Madhya Pradesh,Indore,25K-50K,Regular,Verified
U01384,2020-08-03,35-44,Male,Uttar Pradesh,Varanasi,<25K,Frequent,Verified
U01385,2021-10-18,45-54,Male,Punjab,Amritsar,25K-50K,New,Verified
U01386,2023-01-18,55+,Male,Telangana,Warangal,<25K,Regular,Pending
U01387,2025-06-10,45-54,Female,Maharashtra,Nagpur,50K-1L,Regular,Verified
U01388,2020-11-06,25-34,Female,Madhya Pradesh,Indore,1L-2L,Regular,Verified
U01389,2021-07-10,35-44,Female,Telangana,Warangal,2L+,Regular,Verified
U01390,2026-04-23,45-54,Female,Kerala,Thiruvananthapuram,<25K,Regular,Verified
U01391,2024-04-05,25-34,Male,West Bengal,Kolkata,50K-1L,New,Verified
U01392,2020-02-21,25-34,Male,Maharashtra,Nashik,50K-1L,New,Verified
U01393,2023-09-23,18-24,Male,Karnataka,Bengaluru,2L+,Regular,Verified
U01394,2023-04-09,18-24,Male,Delhi,New Delhi,50K-1L,New,Pending
U01395,2024-07-06,35-44,Male,Maharashtra,Nashik,<25K,Regular,Verified
U01396,2026-06-05,18-24,Female,Rajasthan,Udaipur,25K-50K,Regular,Verified
U01397,2021-11-02,25-34,Male,Telangana,Warangal,50K-1L,New,Verified
U01398,2022-02-16,25-34,Male,Karnataka,Mangaluru,50K-1L,Regular,Verified
U01399,2022-04-11,35-44,Female,Rajasthan,Jodhpur,1L-2L,Regular,Verified
U01400,2026-03-29,25-34,Female,West Bengal,Siliguri,<25K,Regular,Verified
U01401,2025-02-03,35-44,Male,Rajasthan,Jaipur,2L+,Regular,Verified
U01402,2024-03-09,18-24,Male,Uttar Pradesh,Kanpur,<25K,Frequent,Verified
U01403,2025-09-06,18-24,Female,Uttar Pradesh,Varanasi,2L+,Regular,Verified
U01404,2025-05-26,25-34,Male,Kerala,Kochi,1L-2L,Regular,Pending
U01405,2022-12-10,25-34,Male,Tamil Nadu,Chennai,50K-1L,New,Pending
U01406,2024-09-12,25-34,Male,Madhya Pradesh,Indore,50K-1L,New,Verified
U01407,2023-07-07,18-24,Female,Madhya Pradesh,Jabalpur,<25K,New,Verified
U01408,2021-08-13,45-54,Female,Karnataka,Mysuru,<25K,Frequent,Verified
U01409,2025-06-09,35-44,Male,West Bengal,Kolkata,<25K,Regular,Verified
U01410,2022-09-28,18-24,Male,Gujarat,Vadodara,<25K,New,Pending
U01411,2026-02-09,18-24,Female,Kerala,Thiruvananthapuram,50K-1L,Regular,Verified
U01412,2022-11-12,55+,Female,Uttar Pradesh,Noida,25K-50K,New,Verified
U01413,2025-12-16,35-44,Female,Karnataka,Bengaluru,1L-2L,New,Verified
U01414,2026-05-27,25-34,Female,Gujarat,Ahmedabad,25K-50K,Regular,Pending
U01415,2025-01-29,35-44,Male,Madhya Pradesh,Jabalpur,50K-1L,Regular,Verified
U01416,2021-05-15,35-44,Male,Tamil Nadu,Coimbatore,50K-1L,Regular,Verified
U01417,2026-02-11,35-44,Female,Rajasthan,Jaipur,25K-50K,Regular,Pending
U01418,2021-04-23,25-34,Female,Uttar Pradesh,Kanpur,25K-50K,Regular,Verified
U01419,2024-05-13,25-34,Male,Karnataka,Mysuru,25K-50K,Frequent,Verified
U01420,2021-05-27,18-24,Female,Maharashtra,Nashik,1L-2L,Frequent,Verified
U01421,2026-05-21,55+,Male,Gujarat,Vadodara,50K-1L,Frequent,Verified
U01422,2021-08-23,35-44,Male,Rajasthan,Jaipur,25K-50K,Frequent,Verified
U01423,2023-12-11,25-34,Male,Uttar Pradesh,Lucknow,1L-2L,Regular,Verified
U01424,2023-01-28,45-54,Female,Madhya Pradesh,Bhopal,<25K,Regular,Verified
U01425,2020-07-07,45-54,Female,Punjab,Chandigarh,50K-1L,Regular,Verified
U01426,2022-09-15,55+,Male,West Bengal,Siliguri,25K-50K,Frequent,Verified
U01427,2025-02-24,45-54,Female,Gujarat,Surat,50K-1L,Regular,Verified
U01428,2021-01-22,55+,Female,Madhya Pradesh,Indore,2L+,New,Verified
U01429,2026-04-07,25-34,Male,Uttar Pradesh,Lucknow,1L-2L,Frequent,Verified
U01430,2024-12-10,45-54,Male,Gujarat,Vadodara,25K-50K,Frequent,Pending
U01431,2025-07-26,45-54,Male,Kerala,Thiruvananthapuram,<25K,Frequent,Verified
U01432,2024-10-20,25-34,Female,Rajasthan,Jodhpur,1L-2L,New,Verified
U01433,2026-02-01,18-24,Male,Uttar Pradesh,Varanasi,25K-50K,Regular,Verified
U01434,2021-01-21,55+,Male,Kerala,Thiruvananthapuram,<25K,Regular,Verified
U01435,2024-02-03,25-34,Female,Telangana,Hyderabad,50K-1L,Regular,Verified
U01436,2022-05-02,45-54,Male,Karnataka,Mysuru,25K-50K,New,Verified
U01437,2021-03-27,18-24,Female,Punjab,Chandigarh,<25K,Regular,Verified
U01438,2026-05-13,18-24,Female,Rajasthan,Jodhpur,1L-2L,New,Pending
U01439,2024-10-24,25-34,Female,Gujarat,Ahmedabad,25K-50K,Regular,Verified
U01440,2020-07-31,25-34,Male,West Bengal,Kolkata,25K-50K,Regular,Verified
U01441,2020-02-10,35-44,Male,Madhya Pradesh,Jabalpur,50K-1L,Frequent,Verified
U01442,2023-02-19,35-44,Female,Maharashtra,Nagpur,1L-2L,New,Verified
U01443,2026-05-30,18-24,Female,Madhya Pradesh,Indore,<25K,Regular,Verified
U01444,2021-08-22,18-24,Female,Gujarat,Vadodara,50K-1L,New,Verified
U01445,2025-07-17,25-34,Female,Punjab,Amritsar,1L-2L,New,Pending
U01446,2025-07-23,25-34,Female,Madhya Pradesh,Bhopal,25K-50K,Regular,Verified
U01447,2024-11-17,45-54,Female,Karnataka,Mysuru,25K-50K,Regular,Verified
U01448,2025-01-25,25-34,Female,Punjab,Chandigarh,<25K,Frequent,Verified
U01449,2024-11-14,18-24,Male,Uttar Pradesh,Varanasi,50K-1L,Regular,Verified
U01450,2025-03-19,25-34,Male,Kerala,Thiruvananthapuram,1L-2L,Frequent,Verified
U01451,2025-09-22,18-24,Male,Maharashtra,Mumbai,<25K,New,Verified
U01452,2020-05-23,18-24,Female,Delhi,New Delhi,1L-2L,New,Pending
U01453,2020-11-28,25-34,Female,Gujarat,Vadodara,1L-2L,New,Verified
U01454,2022-09-24,45-54,Male,Tamil Nadu,Chennai,25K-50K,Frequent,Verified
U01455,2023-11-20,55+,Female,Delhi,New Delhi,50K-1L,New,Verified
U01456,2020-02-24,45-54,Female,Madhya Pradesh,Indore,<25K,New,Verified
U01457,2023-08-23,25-34,Male,Gujarat,Surat,2L+,Regular,Verified
U01458,2023-12-17,25-34,Male,Kerala,Kochi,50K-1L,New,Verified
U01459,2023-12-11,35-44,Female,Telangana,Hyderabad,50K-1L,New,Verified
U01460,2026-06-30,35-44,Female,Kerala,Kochi,50K-1L,New,Verified
U01461,2024-09-29,55+,Male,Tamil Nadu,Coimbatore,50K-1L,New,Verified
U01462,2024-08-21,18-24,Female,Maharashtra,Pune,1L-2L,Regular,Verified
U01463,2020-03-20,18-24,Male,Kerala,Kochi,50K-1L,Regular,Verified
U01464,2022-09-11,35-44,Male,West Bengal,Kolkata,1L-2L,New,Verified
U01465,2022-05-14,45-54,Male,Telangana,Warangal,50K-1L,New,Verified
U01466,2024-05-06,45-54,Male,Delhi,New Delhi,<25K,Frequent,Verified
U01467,2021-04-16,35-44,Female,Uttar Pradesh,Lucknow,1L-2L,Regular,Verified
U01468,2025-10-22,55+,Female,Karnataka,Mangaluru,50K-1L,Regular,Verified
U01469,2024-04-25,25-34,Male,West Bengal,Kolkata,50K-1L,Regular,Verified
U01470,2024-02-11,45-54,Male,Telangana,Warangal,2L+,New,Verified
U01471,2021-08-11,55+,Male,Uttar Pradesh,Varanasi,<25K,Frequent,Verified
U01472,2023-11-11,45-54,Male,Uttar Pradesh,Kanpur,25K-50K,Regular,Verified
U01473,2025-03-20,25-34,Male,Gujarat,Vadodara,25K-50K,New,Verified
U01474,2021-07-17,25-34,Male,Telangana,Hyderabad,50K-1L,Regular,Verified
U01475,2021-04-11,35-44,Male,Maharashtra,Nagpur,1L-2L,Regular,Verified
U01476,2021-08-21,25-34,Male,Madhya Pradesh,Bhopal,2L+,New,Verified
U01477,2024-07-02,45-54,Male,Tamil Nadu,Madurai,25K-50K,Frequent,Verified
U01478,2022-09-18,18-24,Female,Tamil Nadu,Chennai,1L-2L,Frequent,Verified
U01479,2025-04-16,25-34,Male,Delhi,Delhi,1L-2L,New,Verified
U01480,2026-04-14,35-44,Male,Delhi,Delhi,50K-1L,Regular,Verified
U01481,2024-05-23,18-24,Female,Tamil Nadu,Madurai,25K-50K,Frequent,Verified
U01482,2020-03-07,25-34,Male,Kerala,Thiruvananthapuram,50K-1L,New,Verified
U01483,2021-04-14,25-34,Male,Maharashtra,Pune,2L+,Regular,Verified
U01484,2024-09-20,35-44,Male,Kerala,Kochi,2L+,Regular,Verified
U01485,2026-05-22,18-24,Female,Kerala,Kochi,50K-1L,Regular,Verified
U01486,2024-06-19,45-54,Male,Karnataka,Mangaluru,1L-2L,Regular,Verified
U01487,2026-06-17,25-34,Female,Rajasthan,Udaipur,25K-50K,Regular,Verified
U01488,2026-06-14,45-54,Male,Madhya Pradesh,Indore,25K-50K,Frequent,Verified
U01489,2022-02-13,25-34,Female,Karnataka,Mangaluru,2L+,Regular,Verified
U01490,2023-02-10,25-34,Male,Gujarat,Ahmedabad,<25K,Frequent,Verified
U01491,2025-07-04,18-24,Male,Rajasthan,Jaipur,<25K,New,Verified
U01492,2024-01-26,18-24,Female,Rajasthan,Udaipur,25K-50K,Regular,Verified
U01493,2020-05-11,25-34,Male,Telangana,Hyderabad,50K-1L,New,Pending
U01494,2022-07-18,18-24,Male,Maharashtra,Nashik,50K-1L,Regular,Verified
U01495,2022-07-17,25-34,Female,Maharashtra,Pune,25K-50K,New,Verified
U01496,2025-12-08,35-44,Female,Rajasthan,Jaipur,2L+,Frequent,Verified
U01497,2023-05-05,25-34,Female,Kerala,Thiruvananthapuram,1L-2L,Regular,Pending
U01498,2024-02-14,18-24,Female,Telangana,Hyderabad,25K-50K,New,Verified
U01499,2021-09-25,35-44,Male,Madhya Pradesh,Indore,25K-50K,Regular,Verified
U01500,2022-11-28,55+,Male,Rajasthan,Jodhpur,50K-1L,Frequent,Verified
U01501,2023-03-30,18-24,Female,West Bengal,Siliguri,50K-1L,Regular,Verified
U01502,2020-10-15,18-24,Male,Delhi,New Delhi,25K-50K,New,Verified
U01503,2026-02-25,55+,Male,Delhi,New Delhi,25K-50K,Frequent,Verified
U01504,2024-12-16,18-24,Female,Karnataka,Mangaluru,25K-50K,Regular,Verified
U01505,2021-06-11,55+,Female,Gujarat,Ahmedabad,25K-50K,Regular,Verified
