Transaction_ID,User_ID,Transaction_Date,Category,Merchant_Type,Payment_Mode,Amount_INR,Status,Month,Year,Merchant_ID
T004871,U02781,2022-11-05,Other,Online,Bill Payment,414.13,Success,2022-11,2022,M005
T004872,U04852,2020-10-27,Education,Offline,UPI,113.55,Success,2020-10,2020,M008
T004873,U01029,2020-06-13,Utilities,Offline,UPI,197.81,Success,2020-06,2020,M010
T004874,U03469,2023-07-05,Food & Dining,Online,QR Code,185.6,Success,2023-07,2023,M009
T004875,U00750,2024-05-30,Healthcare,Small Business,Bill Payment,177.81,Success,2024-05,2024,M012
T004876,U02984,2022-10-17,Utilities,Online,QR Code,110.39,Success,2022-10,2022,M001
T004877,U04654,2024-03-29,Healthcare,Offline,UPI,73.83,Success,2024-03,2024,M009
T004878,U04800,2025-05-22,Utilities,Online,UPI,81.24,Success,2025-05,2025,M020
T004879,U02589,2022-05-27,Other,Offline,UPI,727.55,Success,2022-05,2022,M003
T004880,U03091,2023-08-13,Grocery,Offline,UPI,67.66,Success,2023-08,2023,M002
T004881,U01801,2025-06-02,Bills,Offline,QR Code,260.47,Success,2025-06,2025,M018
T004882,U01749,2023-05-25,Entertainment,Offline,QR Code,71.24,Pending,2023-05,2023,M020
T004883,U03585,2026-03-25,Utilities,Offline,UPI,52.32,Success,2026-03,2026,M006
T004884,U00760,2021-03-06,Food & Dining,Online,QR Code,122.58,Success,2021-03,2021,M008
T004885,U00218,2026-01-26,Travel,Offline,UPI,416.04,Success,2026-01,2026,M004
T004886,U01998,2023-06-08,Grocery,Online,QR Code,63.31,Success,2023-06,2023,M013
T004887,U01575,2025-10-18,Travel,Offline,QR Code,56.54,Success,2025-10,2025,M010
T004888,U01757,2023-02-08,Utilities,Large Merchant,UPI,125.9,Success,2023-02,2023,M012
T004889,U01784,2020-01-02,Food & Dining,Small Business,QR Code,1024.8,Success,2020-01,2020,M011
T004890,U03563,2025-05-04,Mobile Recharge,Online,UPI,865.34,Success,2025-05,2025,M005
T004891,U00308,2026-05-07,Travel,Online,UPI,877.08,Success,2026-05,2026,M007
T004892,U03527,2026-05-06,Utilities,Offline,UPI,178.82,Success,2026-05,2026,M019
T004893,U03096,2020-07-08,Other,Online,UPI,781.18,Success,2020-07,2020,M009
T004894,U02331,2020-01-22,Other,Offline,QR Code,77.3,Success,2020-01,2020,M013
T004895,U03818,2025-08-23,Bills,Offline,QR Code,73.73,Success,2025-08,2025,M004
T004896,U03443,2024-10-07,Bills,Large Merchant,UPI,125.31,Success,2024-10,2024,M002
T004897,U01730,2024-04-18,Utilities,Online,QR Code,93.83,Success,2024-04,2024,M008
T004898,U01143,2024-01-27,Travel,Small Business,Bill Payment,224.75,Success,2024-01,2024,M009
T004899,U00062,2021-07-21,Grocery,Large Merchant,UPI,62.28,Failed,2021-07,2021,M018
T004900,U01021,2025-05-26,Utilities,Offline,UPI,253.91,Success,2025-05,2025,M017
T004901,U01424,2023-11-24,Travel,Offline,UPI,1104.48,Success,2023-11,2023,M016
T004902,U00552,2022-03-16,Mobile Recharge,Online,Online Payment,557.35,Success,2022-03,2022,M009
T004903,U03008,2022-07-02,Education,Offline,QR Code,230.74,Success,2022-07,2022,M019
T004904,U00567,2026-05-15,Travel,Small Business,UPI,293.52,Success,2026-05,2026,M002
T004905,U04943,2022-02-06,Fuel,Offline,Recharge,135.73,Success,2022-02,2022,M019
T004906,U01008,2023-02-07,Shopping,Online,UPI,174.99,Success,2023-02,2023,M007
T004907,U02522,2020-02-17,Grocery,Small Business,Online Payment,158.32,Success,2020-02,2020,M011
T004908,U01637,2022-01-13,Food & Dining,Online,Recharge,217.07,Failed,2022-01,2022,M016
T004909,U00561,2023-01-10,Grocery,Online,QR Code,303.58,Success,2023-01,2023,M007
T004910,U00362,2023-07-25,Entertainment,Offline,UPI,60.6,Success,2023-07,2023,M015
T004911,U02820,2021-01-15,Travel,Offline,UPI,630.33,Success,2021-01,2021,M003
T004912,U03312,2020-11-05,Education,Offline,QR Code,1134.17,Success,2020-11,2020,M020
T004913,U01849,2021-06-25,Mobile Recharge,Small Business,UPI,19.48,Success,2021-06,2021,M002
T004914,U02672,2022-02-05,Grocery,Offline,Recharge,328.07,Success,2022-02,2022,M008
T004915,U01259,2023-04-21,Food & Dining,Small Business,Recharge,52.12,Success,2023-04,2023,M009
T004916,U01173,2020-07-02,Travel,Offline,QR Code,1684.21,Success,2020-07,2020,M003
T004917,U02616,2025-06-04,Mobile Recharge,Offline,Online Payment,135.48,Success,2025-06,2025,M016
T004918,U00692,2021-09-30,Utilities,Small Business,Recharge,390.56,Success,2021-09,2021,M005
T004919,U01918,2023-12-31,Shopping,Online,QR Code,61.61,Success,2023-12,2023,M012
T004920,U01928,2021-08-16,Entertainment,Large Merchant,QR Code,51.4,Success,2021-08,2021,M003
T004921,U04256,2023-06-10,Other,Online,QR Code,543.81,Success,2023-06,2023,M007
T004922,U01912,2025-01-18,Fuel,Small Business,QR Code,320.14,Success,2025-01,2025,M008
T004923,U03142,2020-01-01,Education,Offline,Bill Payment,514.07,Success,2020-01,2020,M001
T004924,U01832,2021-12-19,Mobile Recharge,Offline,UPI,228.53,Success,2021-12,2021,M012
T004925,U02757,2020-10-09,Utilities,Offline,UPI,101.97,Success,2020-10,2020,M017
T004926,U04259,2026-01-25,Healthcare,Large Merchant,UPI,279.57,Success,2026-01,2026,M013
T004927,U03155,2023-04-24,Healthcare,Small Business,Bill Payment,170.88,Success,2023-04,2023,M002
T004928,U03233,2025-12-09,Bills,Offline,UPI,191.66,Success,2025-12,2025,M019
T004929,U03686,2021-03-16,Bills,Offline,UPI,334.55,Success,2021-03,2021,M012
T004930,U04336,2021-09-30,Bills,Online,QR Code,358.19,Success,2021-09,2021,M009
T004931,U01966,2021-04-18,Bills,Offline,UPI,485.86,Success,2021-04,2021,M006
T004932,U01736,2025-01-31,Utilities,Offline,Online Payment,39.11,Success,2025-01,2025,M008
T004933,U04582,2022-07-29,Grocery,Offline,QR Code,150.09,Failed,2022-07,2022,M013
T004934,U00671,2021-10-21,Shopping,Small Business,UPI,116.89,Success,2021-10,2021,M010
T004935,U03275,2020-10-18,Travel,Small Business,UPI,177.54,Success,2020-10,2020,M004
T004936,U01860,2020-09-03,Grocery,Offline,QR Code,243.08,Success,2020-09,2020,M005
T004937,U01221,2025-04-25,Grocery,Offline,UPI,69.99,Success,2025-04,2025,M014
T004938,U01066,2020-07-06,Travel,Offline,Bill Payment,96.13,Success,2020-07,2020,M013
T004939,U00253,2024-03-26,Travel,Online,QR Code,844.77,Success,2024-03,2024,M010
T004940,U04113,2021-07-10,Education,Offline,QR Code,1210.28,Success,2021-07,2021,M010
T004941,U03732,2023-02-21,Fuel,Online,QR Code,185.4,Success,2023-02,2023,M017
T004942,U04075,2020-09-03,Mobile Recharge,Small Business,QR Code,441.75,Success,2020-09,2020,M014
T004943,U00116,2023-09-22,Grocery,Offline,UPI,483.44,Success,2023-09,2023,M013
T004944,U01228,2022-08-16,Fuel,Small Business,Recharge,114.08,Success,2022-08,2022,M018
T004945,U00693,2026-05-28,Grocery,Offline,Bill Payment,67.4,Success,2026-05,2026,M005
T004946,U00812,2024-12-31,Mobile Recharge,Offline,UPI,487.43,Success,2024-12,2024,M013
T004947,U02036,2026-01-07,Other,Offline,UPI,122.17,Success,2026-01,2026,M001
T004948,U04891,2026-01-07,Education,Offline,UPI,117.58,Success,2026-01,2026,M013
T004949,U00151,2020-05-03,Food & Dining,Small Business,QR Code,373.12,Success,2020-05,2020,M018
T004950,U02294,2026-05-08,Shopping,Offline,Recharge,422.46,Success,2026-05,2026,M001
T004951,U01082,2025-03-09,Fuel,Online,UPI,352.89,Success,2025-03,2025,M016
T004952,U02757,2023-09-25,Food & Dining,Small Business,Recharge,54.8,Success,2023-09,2023,M010
T004953,U00507,2024-10-18,Mobile Recharge,Offline,UPI,24.79,Success,2024-10,2024,M016
T004954,U03768,2021-10-20,Grocery,Online,UPI,248.96,Success,2021-10,2021,M017
T004955,U01116,2024-05-04,Education,Small Business,QR Code,1017.42,Success,2024-05,2024,M004
T004956,U01630,2022-09-07,Bills,Offline,UPI,101.66,Success,2022-09,2022,M005
T004957,U01965,2024-01-20,Food & Dining,Online,Bill Payment,673.57,Success,2024-01,2024,M012
T004958,U04488,2021-12-25,Utilities,Offline,UPI,158.87,Success,2021-12,2021,M015
T004959,U04142,2024-04-02,Grocery,Small Business,UPI,134.83,Success,2024-04,2024,M014
T004960,U00155,2021-10-07,Bills,Offline,Recharge,356.48,Success,2021-10,2021,M003
T004961,U03142,2024-12-31,Bills,Online,UPI,455.9,Success,2024-12,2024,M013
T004962,U03975,2024-03-29,Education,Online,UPI,350.54,Success,2024-03,2024,M014
T004963,U04607,2025-10-12,Utilities,Small Business,UPI,222.53,Success,2025-10,2025,M004
T004964,U04378,2023-11-17,Utilities,Offline,UPI,120.62,Success,2023-11,2023,M018
T004965,U00030,2024-08-25,Healthcare,Small Business,Bill Payment,153.67,Success,2024-08,2024,M014
T004966,U00721,2021-06-01,Healthcare,Small Business,QR Code,410.94,Success,2021-06,2021,M003
T004967,U01347,2020-11-24,Healthcare,Offline,UPI,200.48,Success,2020-11,2020,M005
T004968,U02998,2021-11-20,Other,Offline,UPI,274.82,Success,2021-11,2021,M001
T004969,U03288,2021-04-23,Shopping,Offline,UPI,897.92,Success,2021-04,2021,M018
T004970,U03804,2021-01-25,Healthcare,Online,Recharge,352.97,Success,2021-01,2021,M009
T004971,U02053,2021-02-15,Utilities,Online,Online Payment,1189.81,Failed,2021-02,2021,M006
T004972,U02918,2023-07-05,Grocery,Large Merchant,UPI,152.35,Success,2023-07,2023,M007
T004973,U01271,2022-05-18,Travel,Small Business,UPI,2201.66,Success,2022-05,2022,M002
T004974,U01117,2021-05-21,Fuel,Large Merchant,UPI,156.05,Success,2021-05,2021,M020
T004975,U01815,2024-09-18,Other,Small Business,UPI,379.26,Success,2024-09,2024,M019
T004976,U04411,2025-04-27,Utilities,Offline,UPI,354.57,Success,2025-04,2025,M017
T004977,U02483,2022-08-15,Healthcare,Large Merchant,QR Code,61.84,Success,2022-08,2022,M012
T004978,U03262,2024-10-28,Bills,Offline,UPI,243.74,Success,2024-10,2024,M014
T004979,U04640,2024-09-30,Food & Dining,Large Merchant,QR Code,1892.68,Success,2024-09,2024,M018
T004980,U02481,2026-05-30,Mobile Recharge,Online,Recharge,171.87,Success,2026-05,2026,M004
T004981,U01564,2022-02-01,Travel,Offline,QR Code,85.55,Success,2022-02,2022,M012
T004982,U03954,2024-02-09,Shopping,Offline,UPI,672.39,Success,2024-02,2024,M001
T004983,U03271,2025-01-27,Fuel,Online,QR Code,216.82,Success,2025-01,2025,M014
T004984,U03493,2024-09-24,Entertainment,Offline,QR Code,563.58,Success,2024-09,2024,M006
T004985,U01565,2025-12-06,Utilities,Small Business,Online Payment,194.38,Success,2025-12,2025,M002
T004986,U03603,2024-09-10,Food & Dining,Large Merchant,Recharge,138.91,Success,2024-09,2024,M012
T004987,U04531,2024-10-25,Shopping,Small Business,UPI,44.49,Success,2024-10,2024,M001
T004988,U04469,2023-09-04,Entertainment,Online,UPI,52.97,Success,2023-09,2023,M011
T004989,U02319,2023-11-19,Healthcare,Offline,Bill Payment,298.5,Success,2023-11,2023,M007
T004990,U01897,2024-06-24,Other,Offline,UPI,77.3,Success,2024-06,2024,M013
T004991,U02237,2021-07-03,Mobile Recharge,Offline,UPI,74.99,Success,2021-07,2021,M004
T004992,U02055,2025-06-28,Healthcare,Offline,UPI,367.2,Success,2025-06,2025,M007
T004993,U03539,2025-12-23,Grocery,Small Business,Bill Payment,491.15,Success,2025-12,2025,M012
T004994,U03420,2022-01-28,Food & Dining,Online,QR Code,55.99,Success,2022-01,2022,M014
T004995,U01100,2020-11-19,Mobile Recharge,Small Business,QR Code,139.92,Success,2020-11,2020,M011
T004996,U04954,2025-04-09,Utilities,Offline,Online Payment,105.45,Success,2025-04,2025,M007
T004997,U03683,2020-04-20,Grocery,Offline,Recharge,975.73,Success,2020-04,2020,M016
T004998,U02628,2024-12-28,Travel,Small Business,Recharge,342.91,Success,2024-12,2024,M015
T004999,U00731,2023-02-12,Healthcare,Large Merchant,UPI,324.42,Success,2023-02,2023,M006
T005000,U02499,2024-09-16,Entertainment,Online,Recharge,540.91,Success,2024-09,2024,M020
T005001,U04410,2021-12-24,Other,Small Business,QR Code,57.25,Success,2021-12,2021,M019
T005002,U04563,2024-02-16,Grocery,Online,QR Code,137.26,Success,2024-02,2024,M015
T005003,U01844,2022-02-05,Food & Dining,Online,UPI,30.97,Success,2022-02,2022,M019
T005004,U01233,2022-04-11,Shopping,Large Merchant,Recharge,245.72,Success,2022-04,2022,M003
T005005,U04920,2025-11-30,Education,Large Merchant,UPI,168.93,Success,2025-11,2025,M015
T005006,U00082,2023-07-17,Utilities,Offline,Recharge,67.15,Success,2023-07,2023,M010
T005007,U03469,2026-06-25,Other,Online,UPI,80.44,Success,2026-06,2026,M020
T005008,U04192,2020-06-23,Food & Dining,Small Business,UPI,299.4,Success,2020-06,2020,M019
T005009,U04485,2025-01-19,Other,Small Business,QR Code,554.85,Success,2025-01,2025,M001
T005010,U02419,2023-05-11,Shopping,Online,Bill Payment,184.21,Success,2023-05,2023,M009
T005011,U01096,2025-05-12,Healthcare,Large Merchant,Recharge,827.98,Success,2025-05,2025,M003
T005012,U04560,2020-05-05,Travel,Small Business,Online Payment,150.45,Success,2020-05,2020,M004
T005013,U03168,2022-09-21,Fuel,Offline,UPI,128.94,Success,2022-09,2022,M006
T005014,U00827,2024-01-30,Fuel,Offline,Online Payment,475.32,Success,2024-01,2024,M014
T005015,U01817,2026-04-20,Other,Offline,UPI,231.22,Success,2026-04,2026,M010
T005016,U04432,2025-01-25,Bills,Small Business,UPI,205.16,Success,2025-01,2025,M005
T005017,U02062,2026-05-28,Entertainment,Offline,QR Code,373.4,Success,2026-05,2026,M003
T005018,U00717,2020-07-17,Mobile Recharge,Small Business,UPI,745.47,Success,2020-07,2020,M002
T005019,U00564,2023-05-07,Healthcare,Offline,QR Code,275.18,Success,2023-05,2023,M006
T005020,U02329,2021-11-17,Bills,Online,QR Code,291.28,Success,2021-11,2021,M009
T005021,U03144,2024-01-16,Mobile Recharge,Small Business,QR Code,622.56,Success,2024-01,2024,M004
T005022,U04152,2022-02-20,Food & Dining,Offline,QR Code,166.5,Success,2022-02,2022,M009
T005023,U03066,2022-07-29,Bills,Small Business,UPI,221.79,Success,2022-07,2022,M020
T005024,U01234,2026-03-15,Healthcare,Online,UPI,183.04,Success,2026-03,2026,M002
T005025,U01317,2022-03-28,Education,Online,UPI,316.09,Success,2022-03,2022,M015
T005026,U02758,2025-09-01,Travel,Offline,QR Code,22.27,Success,2025-09,2025,M004
T005027,U01433,2021-09-28,Mobile Recharge,Offline,QR Code,485.77,Success,2021-09,2021,M005
T005028,U01428,2021-12-11,Entertainment,Online,UPI,303.91,Success,2021-12,2021,M006
T005029,U02166,2023-06-12,Grocery,Offline,UPI,196.33,Failed,2023-06,2023,M014
T005030,U02385,2022-07-10,Fuel,Online,UPI,163.47,Success,2022-07,2022,M012
T005031,U00224,2024-08-03,Entertainment,Online,UPI,1105.54,Success,2024-08,2024,M012
T005032,U00317,2020-04-28,Bills,Large Merchant,UPI,1077.03,Success,2020-04,2020,M009
T005033,U04432,2022-11-29,Travel,Online,Recharge,1394.11,Success,2022-11,2022,M002
T005034,U02533,2020-09-16,Grocery,Offline,QR Code,965.48,Success,2020-09,2020,M005
T005035,U04355,2022-01-25,Healthcare,Small Business,QR Code,233.96,Success,2022-01,2022,M014
T005036,U00293,2020-01-06,Fuel,Online,UPI,407.2,Success,2020-01,2020,M005
T005037,U04600,2026-06-16,Healthcare,Small Business,Online Payment,408.79,Success,2026-06,2026,M018
T005038,U01535,2020-03-06,Entertainment,Offline,Online Payment,316.09,Success,2020-03,2020,M020
T005039,U01552,2023-03-15,Other,Online,QR Code,86.26,Success,2023-03,2023,M004
T005040,U01392,2020-01-29,Bills,Online,Online Payment,331.96,Success,2020-01,2020,M012
T005041,U01021,2024-07-24,Grocery,Small Business,UPI,141.06,Success,2024-07,2024,M003
T005042,U00620,2021-10-21,Other,Offline,UPI,1167.96,Success,2021-10,2021,M019
T005043,U01297,2022-06-18,Fuel,Offline,UPI,117.48,Success,2022-06,2022,M016
T005044,U03756,2022-06-22,Food & Dining,Offline,QR Code,482.24,Success,2022-06,2022,M014
T005045,U04287,2020-12-26,Mobile Recharge,Small Business,QR Code,62.56,Success,2020-12,2020,M001
T005046,U03170,2024-06-06,Fuel,Online,Recharge,342.64,Failed,2024-06,2024,M017
T005047,U03754,2025-05-01,Utilities,Large Merchant,UPI,105.3,Success,2025-05,2025,M017
T005048,U02658,2025-09-04,Shopping,Online,UPI,179.54,Success,2025-09,2025,M013
T005049,U01681,2025-10-19,Shopping,Online,Recharge,729.29,Success,2025-10,2025,M006
T005050,U04632,2023-01-17,Entertainment,Offline,Recharge,548.9,Success,2023-01,2023,M001
T005051,U00677,2020-06-25,Grocery,Online,QR Code,547.84,Success,2020-06,2020,M013
T005052,U00783,2025-09-05,Fuel,Online,QR Code,338.52,Success,2025-09,2025,M011
T005053,U00314,2023-08-05,Travel,Large Merchant,UPI,121.86,Success,2023-08,2023,M019
T005054,U01717,2021-07-28,Education,Offline,UPI,315.36,Success,2021-07,2021,M015
T005055,U04690,2021-06-14,Utilities,Online,UPI,40.58,Success,2021-06,2021,M020
T005056,U00254,2021-05-07,Entertainment,Offline,UPI,471.15,Success,2021-05,2021,M013
T005057,U02872,2026-05-14,Bills,Offline,UPI,133.24,Success,2026-05,2026,M019
T005058,U04621,2023-06-15,Other,Offline,QR Code,170.73,Success,2023-06,2023,M009
T005059,U01699,2023-03-06,Healthcare,Small Business,UPI,164.34,Success,2023-03,2023,M003
T005060,U00164,2023-04-01,Grocery,Small Business,UPI,595.33,Success,2023-04,2023,M006
T005061,U03402,2022-04-26,Healthcare,Offline,QR Code,247.63,Success,2022-04,2022,M002
T005062,U00349,2020-10-19,Bills,Small Business,QR Code,132.72,Success,2020-10,2020,M018
T005063,U00930,2022-11-17,Bills,Offline,UPI,49.27,Success,2022-11,2022,M005
T005064,U04632,2020-09-12,Fuel,Small Business,UPI,769.94,Success,2020-09,2020,M006
T005065,U02229,2022-06-23,Utilities,Offline,UPI,401.15,Success,2022-06,2022,M001
T005066,U01679,2024-11-10,Mobile Recharge,Online,UPI,494.81,Success,2024-11,2024,M009
T005067,U01027,2024-11-13,Grocery,Offline,UPI,73.22,Success,2024-11,2024,M016
T005068,U04638,2021-10-26,Fuel,Offline,Bill Payment,53.04,Failed,2021-10,2021,M018
T005069,U01593,2020-09-21,Fuel,Large Merchant,UPI,122.67,Success,2020-09,2020,M014
T005070,U00791,2025-06-03,Utilities,Small Business,Online Payment,83.9,Success,2025-06,2025,M013
T005071,U01438,2024-05-06,Travel,Small Business,Bill Payment,104.4,Success,2024-05,2024,M001
T005072,U03392,2021-02-04,Fuel,Offline,UPI,531.91,Success,2021-02,2021,M005
T005073,U00400,2022-02-15,Other,Online,UPI,28.78,Success,2022-02,2022,M012
T005074,U02468,2023-04-29,Fuel,Online,Recharge,57.83,Success,2023-04,2023,M018
T005075,U01310,2023-02-21,Entertainment,Offline,Online Payment,1921.99,Success,2023-02,2023,M008
T005076,U04142,2023-12-25,Travel,Small Business,UPI,262.23,Success,2023-12,2023,M009
T005077,U01104,2026-06-06,Mobile Recharge,Online,Recharge,108.38,Success,2026-06,2026,M002
T005078,U04864,2026-03-11,Bills,Offline,UPI,78.41,Success,2026-03,2026,M001
T005079,U00860,2022-05-23,Fuel,Online,UPI,204.84,Success,2022-05,2022,M017
T005080,U04982,2024-04-17,Shopping,Small Business,QR Code,245.21,Success,2024-04,2024,M011
T005081,U01486,2021-01-08,Fuel,Offline,QR Code,583.06,Success,2021-01,2021,M004
T005082,U04334,2023-04-09,Entertainment,Offline,Online Payment,88.89,Success,2023-04,2023,M015
T005083,U00467,2022-05-11,Healthcare,Offline,UPI,281.77,Success,2022-05,2022,M013
T005084,U03281,2020-10-27,Entertainment,Large Merchant,UPI,52.17,Success,2020-10,2020,M014
T005085,U04286,2024-02-28,Bills,Large Merchant,Bill Payment,107.15,Success,2024-02,2024,M006
T005086,U04765,2025-11-19,Mobile Recharge,Offline,Online Payment,45.49,Success,2025-11,2025,M001
T005087,U02174,2025-08-19,Fuel,Small Business,UPI,128.6,Success,2025-08,2025,M007
T005088,U01496,2020-05-05,Healthcare,Offline,Bill Payment,450.98,Success,2020-05,2020,M015
T005089,U02131,2021-01-17,Grocery,Online,UPI,271.03,Success,2021-01,2021,M020
T005090,U02091,2021-03-25,Grocery,Online,QR Code,522.76,Success,2021-03,2021,M008
T005091,U01316,2021-06-06,Bills,Small Business,QR Code,105.64,Success,2021-06,2021,M012
T005092,U04983,2025-01-28,Travel,Offline,UPI,240.97,Success,2025-01,2025,M015
T005093,U02193,2022-10-06,Grocery,Offline,UPI,151.05,Success,2022-10,2022,M008
T005094,U04278,2022-07-30,Education,Online,QR Code,131.69,Failed,2022-07,2022,M013
T005095,U01184,2020-09-29,Travel,Online,UPI,213.26,Success,2020-09,2020,M016
T005096,U00767,2025-07-05,Grocery,Small Business,QR Code,5250.06,Success,2025-07,2025,M007
T005097,U02030,2021-05-16,Grocery,Offline,UPI,100.92,Success,2021-05,2021,M003
T005098,U02592,2023-06-04,Mobile Recharge,Online,UPI,137.2,Success,2023-06,2023,M015
T005099,U03650,2026-05-08,Mobile Recharge,Online,UPI,231.01,Success,2026-05,2026,M019
T005100,U03910,2024-12-19,Mobile Recharge,Online,UPI,308.74,Success,2024-12,2024,M020
T005101,U02675,2026-02-20,Entertainment,Online,UPI,436.87,Success,2026-02,2026,M011
T005102,U00420,2024-05-25,Other,Online,QR Code,113.72,Success,2024-05,2024,M012
T005103,U00262,2023-04-11,Education,Small Business,UPI,51.37,Success,2023-04,2023,M018
T005104,U04636,2022-11-22,Education,Large Merchant,Bill Payment,191.84,Failed,2022-11,2022,M020
T005105,U00903,2026-03-08,Grocery,Offline,UPI,550.43,Success,2026-03,2026,M017
T005106,U04846,2022-03-23,Healthcare,Small Business,QR Code,545.55,Success,2022-03,2022,M010
T005107,U00915,2025-03-21,Mobile Recharge,Online,QR Code,13.6,Success,2025-03,2025,M004
T005108,U00050,2025-02-21,Fuel,Offline,UPI,114.79,Success,2025-02,2025,M001
T005109,U02010,2021-06-24,Other,Small Business,Online Payment,185.86,Success,2021-06,2021,M015
T005110,U00632,2021-06-01,Utilities,Offline,UPI,461.81,Success,2021-06,2021,M011
T005111,U01574,2022-07-23,Mobile Recharge,Small Business,UPI,465.58,Success,2022-07,2022,M008
T005112,U00723,2020-05-12,Entertainment,Online,UPI,97.4,Success,2020-05,2020,M008
T005113,U02311,2025-11-13,Travel,Offline,Online Payment,835.84,Success,2025-11,2025,M002
T005114,U00209,2021-02-27,Education,Online,UPI,184.51,Success,2021-02,2021,M004
T005115,U00889,2022-05-07,Shopping,Online,UPI,268.52,Success,2022-05,2022,M006
T005116,U04460,2020-03-22,Food & Dining,Offline,QR Code,386.65,Success,2020-03,2020,M011
T005117,U00103,2026-06-20,Shopping,Large Merchant,Recharge,168.72,Success,2026-06,2026,M019
T005118,U02001,2024-10-18,Education,Online,Recharge,709.18,Success,2024-10,2024,M011
T005119,U04448,2022-07-04,Mobile Recharge,Offline,Bill Payment,138.02,Failed,2022-07,2022,M015
T005120,U02140,2024-07-24,Shopping,Small Business,QR Code,346.68,Success,2024-07,2024,M016
T005121,U03101,2025-02-06,Travel,Offline,UPI,229.41,Success,2025-02,2025,M019
T005122,U01977,2020-12-31,Grocery,Offline,UPI,171.55,Success,2020-12,2020,M011
T005123,U04302,2025-01-22,Education,Large Merchant,Bill Payment,77.51,Success,2025-01,2025,M005
T005124,U02853,2023-01-21,Utilities,Offline,Recharge,1726.36,Success,2023-01,2023,M001
T005125,U01869,2025-10-19,Grocery,Small Business,QR Code,121.16,Success,2025-10,2025,M016
T005126,U02066,2020-11-21,Other,Online,Online Payment,44.26,Success,2020-11,2020,M014
T005127,U01916,2024-03-10,Travel,Small Business,Online Payment,178.1,Success,2024-03,2024,M004
T005128,U00177,2023-09-11,Fuel,Offline,Recharge,130.48,Success,2023-09,2023,M003
T005129,U03723,2026-03-11,Travel,Online,Online Payment,513.7,Success,2026-03,2026,M015
T005130,U00441,2022-12-06,Education,Small Business,UPI,472.77,Success,2022-12,2022,M018
T005131,U02579,2024-10-19,Fuel,Large Merchant,UPI,46.66,Success,2024-10,2024,M006
T005132,U02676,2025-11-06,Mobile Recharge,Offline,UPI,241.58,Success,2025-11,2025,M013
T005133,U02869,2023-06-04,Bills,Small Business,UPI,90.85,Success,2023-06,2023,M006
T005134,U00522,2023-11-21,Bills,Online,UPI,56.08,Success,2023-11,2023,M002
T005135,U01281,2026-03-14,Travel,Offline,QR Code,33.95,Success,2026-03,2026,M019
T005136,U03302,2024-11-10,Utilities,Offline,QR Code,183.06,Success,2024-11,2024,M018
T005137,U02715,2026-06-06,Food & Dining,Online,Online Payment,191.24,Success,2026-06,2026,M002
T005138,U04761,2022-07-14,Education,Offline,Bill Payment,37.36,Success,2022-07,2022,M005
T005139,U02663,2020-06-18,Entertainment,Offline,UPI,858.33,Success,2020-06,2020,M002
T005140,U03236,2023-10-20,Entertainment,Online,UPI,95.44,Success,2023-10,2023,M017
T005141,U00993,2023-06-09,Education,Online,Online Payment,53.07,Success,2023-06,2023,M011
T005142,U00958,2021-09-11,Education,Offline,Bill Payment,318.28,Success,2021-09,2021,M008
T005143,U00925,2023-06-10,Healthcare,Online,Recharge,9.26,Success,2023-06,2023,M010
T005144,U00053,2021-11-12,Utilities,Offline,UPI,61.76,Success,2021-11,2021,M014
T005145,U03042,2025-09-15,Grocery,Offline,UPI,685.53,Success,2025-09,2025,M015
T005146,U04100,2023-11-26,Other,Offline,Recharge,475.68,Failed,2023-11,2023,M005
T005147,U01585,2022-10-07,Bills,Offline,UPI,80.96,Success,2022-10,2022,M006
T005148,U03269,2021-03-01,Bills,Large Merchant,QR Code,823.51,Success,2021-03,2021,M015
T005149,U00682,2025-04-12,Fuel,Online,UPI,205.72,Success,2025-04,2025,M007
T005150,U00630,2020-08-04,Bills,Online,UPI,188.71,Success,2020-08,2020,M003
T005151,U03147,2026-01-26,Shopping,Offline,UPI,169.88,Success,2026-01,2026,M008
T005152,U01857,2021-09-01,Shopping,Large Merchant,UPI,808.76,Success,2021-09,2021,M019
T005153,U04301,2020-12-23,Shopping,Small Business,UPI,552.27,Success,2020-12,2020,M003
T005154,U02594,2020-07-04,Fuel,Small Business,Online Payment,989.45,Success,2020-07,2020,M010
T005155,U02574,2021-12-25,Utilities,Small Business,QR Code,687.99,Success,2021-12,2021,M020
T005156,U02997,2022-05-19,Education,Online,Recharge,495.73,Success,2022-05,2022,M004
T005157,U01356,2022-04-03,Entertainment,Offline,QR Code,160.95,Success,2022-04,2022,M013
T005158,U02817,2024-11-02,Travel,Offline,UPI,331.43,Success,2024-11,2024,M020
T005159,U00776,2025-05-31,Healthcare,Online,QR Code,226.33,Success,2025-05,2025,M016
T005160,U04498,2021-11-09,Bills,Offline,Recharge,118.47,Success,2021-11,2021,M004
T005161,U01919,2023-03-30,Mobile Recharge,Online,Online Payment,724.37,Success,2023-03,2023,M010
T005162,U04736,2020-10-10,Shopping,Offline,Bill Payment,161.94,Success,2020-10,2020,M017
T005163,U00735,2020-07-02,Bills,Online,QR Code,152.33,Success,2020-07,2020,M015
T005164,U02115,2025-12-29,Utilities,Small Business,QR Code,95.37,Success,2025-12,2025,M009
T005165,U01174,2024-06-07,Healthcare,Offline,UPI,53.95,Success,2024-06,2024,M019
